Memory,Memory_Bandwidth,Memory_Speed,Pixel_Rate,TMUs,Max_Power,Manufacturer,Memory_Type
2048,1586,1652,27,80,140,Nvidia,GDDR
2048,1442,1502,25,80,140,Nvidia,GDDR
4096,2884,1502,53,80,280,Nvidia,GDDR
2048,1923,1502,31,112,170,Nvidia,GDDR
2048,1442,1502,26,80,140,Nvidia,GDDR
2048,1442,1502,25,80,140,Nvidia,GDDR
2048,1442,1502,26,80,140,Nvidia,GDDR
2048,1442,1502,24,112,150,Nvidia,GDDR
2048,1586,1652,28,112,150,Nvidia,GDDR
2048,1586,1652,27,112,150,Nvidia,GDDR
2048,1442,1502,27,112,150,Nvidia,GDDR
3072,1442,1502,25,112,150,Nvidia,GDDR
3072,1442,1502,25,112,150,Nvidia,GDDR
4096,2884,1502,47,112,300,Nvidia,GDDR
2048,1442,1502,26,112,150,Nvidia,GDDR
2048,1442,1502,24,112,190,Nvidia,GDDR
2048,1442,1502,24,112,150,Nvidia,GDDR
4096,2884,1502,53,112,300,Nvidia,GDDR
2048,1442,1502,26,112,150,Nvidia,GDDR
3072,1442,1502,26,112,150,Nvidia,GDDR
2048,1442,1502,24,112,150,Nvidia,GDDR
2048,1442,1502,26,112,150,Nvidia,GDDR
2048,1442,1502,24,112,150,Nvidia,GDDR
2048,1466,1527,26,112,160,Nvidia,GDDR
4096,2884,1502,53,112,300,Nvidia,GDDR
3072,1442,1502,26,112,150,Nvidia,GDDR
3072,1442,1502,27,112,150,Nvidia,GDDR
2048,1442,1502,24,112,150,Nvidia,GDDR
2048,1466,1527,26,112,150,Nvidia,GDDR
2048,1442,1502,27,112,150,Nvidia,GDDR
2048,1442,1502,26,112,150,Nvidia,GDDR
2048,1442,1502,27,112,150,Nvidia,GDDR
2048,1464,1525,28,112,150,Nvidia,GDDR
2048,1442,1502,25,112,150,Nvidia,GDDR
2048,1442,1502,24,112,225,Nvidia,GDDR
2048,1442,1502,27,112,150,Nvidia,GDDR
6144,4326,1502,71,112,450,Nvidia,GDDR
2048,1466,1527,26,80,140,Nvidia,GDDR
2048,1442,1502,24,112,150,Nvidia,GDDR
2048,1442,1502,25,112,225,Nvidia,GDDR
2048,1634,1702,29,112,150,Nvidia,GDDR
2048,1442,1502,25,80,140,Nvidia,GDDR
2048,1442,1502,26,80,140,Nvidia,GDDR
2048,1442,1502,26,80,140,Nvidia,GDDR
4096,2884,1502,50,80,280,Nvidia,GDDR
2048,1466,1527,26,80,140,Nvidia,GDDR
2048,1442,1502,28,80,140,Nvidia,GDDR
2048,1442,1502,25,80,140,Nvidia,GDDR
3072,1442,1502,26,80,140,Nvidia,GDDR
2048,1442,1502,26,80,140,Nvidia,GDDR
4096,2884,1502,53,80,260,Nvidia,GDDR
2048,1442,1502,27,80,140,Nvidia,GDDR
6144,2884,1502,53,80,280,Nvidia,GDDR
2048,1442,1502,26,80,140,Nvidia,GDDR
2048,1442,1502,25,80,140,Nvidia,GDDR
3072,1442,1502,27,80,140,Nvidia,GDDR
2048,1442,1502,25,80,140,Nvidia,GDDR
3072,1442,1502,27,80,140,Nvidia,GDDR
2048,1442,1502,27,80,140,Nvidia,GDDR
2048,1466,1527,27,80,140,Nvidia,GDDR
2048,1442,1502,26,80,140,Nvidia,GDDR
2048,1442,1502,25,80,140,Nvidia,GDDR
1024,80,1250,17,32,64,Nvidia,GDDR
3072,1344,1400,21,96,130,Nvidia,GDDR
1536,1344,1400,21,96,130,Nvidia,GDDR
2048,1442,1502,25,64,140,Nvidia,GDDR
2048,864,1350,15,64,110,Nvidia,GDDR
2048,1442,1502,25,80,140,Nvidia,GDDR
2048,896,1400,19,32,60,Nvidia,GDDR
2048,992,1550,17,64,105,Nvidia,GDDR
1024,80,1250,17,32,64,Nvidia,GDDR
2048,1442,1502,25,80,140,Nvidia,GDDR
1024,864,1350,15,64,110,Nvidia,GDDR
2048,864,1350,15,64,110,Nvidia,GDDR
1024,864,1350,16,64,110,Nvidia,GDDR
2048,1442,1502,26,64,140,Nvidia,GDDR
1024,864,1350,17,64,110,Nvidia,GDDR
1024,864,1350,15,64,110,Nvidia,GDDR
1024,864,1350,15,64,110,Nvidia,GDDR
2048,864,1350,17,64,110,Nvidia,GDDR
1024,88,1375,16,64,105,Nvidia,GDDR
2048,864,1350,17,64,110,Nvidia,GDDR
2048,864,1350,15,64,110,Nvidia,GDDR
1024,88,1375,16,64,100,Nvidia,GDDR
1024,864,1350,15,64,100,Nvidia,GDDR
1024,864,1350,15,64,110,Nvidia,GDDR
1024,864,1350,17,64,110,Nvidia,GDDR
2048,1442,1502,27,64,140,Nvidia,GDDR
2048,864,1350,16,64,150,Nvidia,GDDR
1024,1203,1253,27,64,140,Nvidia,GDDR
1024,864,1350,15,64,150,Nvidia,GDDR
2048,1466,1527,26,64,140,Nvidia,GDDR
1024,864,1350,15,64,110,Nvidia,GDDR
1024,864,1350,17,64,150,Nvidia,GDDR
1024,1203,1253,25,64,134,Nvidia,GDDR
1024,1225,1276,26,64,130,Nvidia,GDDR
2048,1442,1502,26,64,140,Nvidia,GDDR
1024,1442,1502,26,64,140,Nvidia,GDDR
2048,1442,1502,26,64,140,Nvidia,GDDR
1024,864,1350,15,64,110,Nvidia,GDDR
2048,1442,1502,25,64,134,Nvidia,GDDR
4096,2884,1502,50,64,268,Nvidia,GDDR
1024,864,1350,15,64,110,Nvidia,GDDR
2048,1442,1502,26,64,150,Nvidia,GDDR
1024,80,1250,17,32,65,Nvidia,GDDR
1024,80,1250,18,32,64,Nvidia,GDDR
2048,80,1250,17,32,65,Nvidia,GDDR
1024,80,1250,17,32,64,Nvidia,GDDR
1024,80,1250,17,32,64,Nvidia,GDDR
2048,80,1250,17,32,75,Nvidia,GDDR
2048,80,1250,17,32,75,Nvidia,GDDR
1024,80,1250,17,32,64,Nvidia,GDDR
1024,80,1250,17,32,64,Nvidia,GDDR
4096,80,1250,18,32,64,Nvidia,GDDR
1024,80,1250,17,32,64,Nvidia,GDDR
1024,80,1250,17,32,64,Nvidia,GDDR
1024,80,1250,17,32,64,Nvidia,GDDR
1024,80,1250,18,32,64,Nvidia,GDDR
2048,80,1250,18,32,65,Nvidia,GDDR
1024,80,1250,17,32,64,Nvidia,GDDR
1024,80,1250,18,32,65,Nvidia,GDDR
1024,80,1250,18,32,64,Nvidia,GDDR
2048,80,1250,19,32,64,Nvidia,GDDR
1024,80,1250,18,32,84,Nvidia,GDDR
1024,80,1250,19,32,64,Nvidia,GDDR
2048,80,1250,17,32,75,Nvidia,GDDR
1024,816,1275,19,32,150,Nvidia,GDDR
2048,80,1250,17,32,64,Nvidia,GDDR
2048,80,1250,17,32,75,Nvidia,GDDR
1024,80,1250,17,32,64,Nvidia,GDDR
2048,285,891,14,32,65,Nvidia,DDR
1024,401,1252,8,16,49,Nvidia,GDDR
2048,401,1252,8,16,49,Nvidia,GDDR
1024,401,1252,8,16,49,Nvidia,GDDR
1024,40,1250,14,32,49,Nvidia,GDDR
2048,259,810,14,32,65,Nvidia,DDR
2048,401,1252,8,16,49,Nvidia,GDDR
2048,256,800,14,32,65,Nvidia,DDR
1024,64,1000,14,48,65,Nvidia,GDDR
2048,288,900,17,32,65,Nvidia,DDR
1024,285,891,15,32,65,Nvidia,DDR
4096,213,667,14,32,65,Nvidia,DDR
2048,285,891,14,32,65,Nvidia,DDR
2048,285,891,14,32,65,Nvidia,DDR
1024,213,667,3,16,65,Nvidia,DDR
4096,128,800,7,16,25,Nvidia,DDR
2048,16,1001,8,16,35,Nvidia,DDR
2048,29,905,14,16,50,Nvidia,DDR
1024,512,800,3,16,65,Nvidia,GDDR
2048,144,900,7,16,25,Nvidia,DDR
2048,213,667,3,16,65,Nvidia,DDR
1024,224,700,3,16,65,Nvidia,DDR
4096,32,1000,3,16,65,Nvidia,DDR
2048,256,800,3,16,65,Nvidia,DDR
2048,144,900,7,16,25,Nvidia,DDR
4096,171,533,3,16,65,Nvidia,DDR
1024,256,800,3,16,65,Nvidia,DDR
2048,171,535,3,16,65,Nvidia,DDR
2048,85,533,3,16,49,Nvidia,DDR
2048,8,500,3,16,49,Nvidia,DDR
1024,144,898,3,8,30,Nvidia,DDR
1024,86,535,3,16,30,Nvidia,DDR
1024,288,900,3,16,65,Nvidia,DDR
2048,8,500,3,8,29,Nvidia,DDR
2048,85,533,3,8,29,Nvidia,DDR
2048,86,535,3,8,29,Nvidia,DDR
1024,144,900,3,16,49,Nvidia,DDR
2048,107,667,3,8,29,Nvidia,DDR
2048,96,600,3,8,29,Nvidia,DDR
1024,8,500,2,8,29,Nvidia,DDR
512,144,898,2,8,25,Nvidia,DDR
1024,144,900,3,8,29,Nvidia,DDR
1024,144,898,2,8,25,Nvidia,DDR
64,32,200,1,4,24,Nvidia,DDR
2048,318,1242,41,80,408,Nvidia,GDDR
1792,2238,999,32,80,289,Nvidia,GDDR
1024,159,1242,21,80,204,Nvidia,GDDR
896,127,1134,18,80,219,Nvidia,GDDR
4096,2816,1100,36,80,500,Nvidia,GDDR
1024,1417,1107,19,80,236,Nvidia,GDDR
1792,254,1134,35,80,430,Nvidia,GDDR
64,37,230,1,4,24,Nvidia,DDR
896,1176,1050,18,72,171,Nvidia,GDDR
896,1232,1100,18,72,171,Nvidia,GDDR
1792,1129,1008,15,64,182,Nvidia,GDDR
896,1232,1100,18,72,171,Nvidia,GDDR
896,1176,1050,18,72,171,Nvidia,GDDR
896,1119,999,16,72,171,Nvidia,GDDR
1024,64,1000,11,64,125,Nvidia,GDDR
896,1119,999,16,64,182,Nvidia,GDDR
896,1119,999,16,72,182,Nvidia,GDDR
1024,64,1000,12,64,150,Nvidia,GDDR
512,704,1100,11,64,140,Nvidia,GDDR
512,576,900,11,64,110,Nvidia,GDDR
3072,4769,1242,62,112,390,Nvidia,GDDR
1024,704,1100,12,64,150,Nvidia,GDDR
1024,704,1100,11,56,120,Nvidia,GDDR
1024,448,700,10,24,58,Nvidia,GDDR
1536,24,500,6,48,75,Nvidia,DDR
512,32,1000,5,16,58,Nvidia,DDR
1024,64,400,5,16,58,Nvidia,GDDR
512,576,900,10,24,75,Nvidia,GDDR
1024,64,400,5,16,58,Nvidia,GDDR
1024,253,790,5,16,58,Nvidia,GDDR
512,64,400,2,4,31,Nvidia,DDR
1024,8,500,2,8,31,Nvidia,DDR
1536,1774,924,34,60,250,Nvidia,GDDR
512,4,500,2,8,31,Nvidia,GDDR
3072,3548,924,101,60,750,Nvidia,GDDR
1024,544,850,4,32,69,Nvidia,GDDR
2560,2678,837,49,56,430,Nvidia,GDDR
1280,1339,837,28,56,215,Nvidia,GDDR
1536,192,1000,36,60,250,Nvidia,GDDR
1536,1774,924,34,60,250,Nvidia,GDDR
1280,1339,837,24,56,215,Nvidia,GDDR
1024,1027,802,19,44,150,Nvidia,GDDR
1280,136,850,26,56,215,Nvidia,GDDR
1024,1283,1002,25,56,160,Nvidia,GDDR
1024,1027,802,19,44,200,Nvidia,GDDR
2048,2304,900,43,56,380,Nvidia,GDDR
1024,1286,1005,27,56,160,Nvidia,GDDR
1024,1088,850,21,56,150,Nvidia,GDDR
1024,1152,900,23,56,160,Nvidia,GDDR
1024,1152,900,22,56,160,Nvidia,GDDR
1024,1248,975,26,56,160,Nvidia,GDDR
1024,1184,925,24,56,160,Nvidia,GDDR
1024,1152,900,23,56,160,Nvidia,GDDR
1024,1152,900,25,56,160,Nvidia,GDDR
2048,1152,900,22,56,180,Nvidia,GDDR
1024,1152,900,23,56,160,Nvidia,GDDR
1024,1152,900,22,56,160,Nvidia,GDDR
1024,128,1000,25,56,225,Nvidia,GDDR
1024,1152,900,24,56,160,Nvidia,GDDR
1024,1152,900,22,56,160,Nvidia,GDDR
1024,171,533,13,24,106,Nvidia,DDR
768,864,900,22,56,150,Nvidia,GDDR
1024,224,700,13,24,96,Nvidia,DDR
1024,256,800,10,24,75,Nvidia,DDR
1024,224,700,13,24,96,Nvidia,DDR
1024,224,700,13,24,106,Nvidia,DDR
1024,256,800,10,24,75,Nvidia,DDR
1536,866,902,19,24,106,Nvidia,GDDR
2048,577,902,13,32,106,Nvidia,GDDR
1024,64,1000,15,32,107,Nvidia,GDDR
1024,577,902,13,32,106,Nvidia,GDDR
1024,577,902,13,32,106,Nvidia,GDDR
1024,627,980,14,32,106,Nvidia,GDDR
1024,577,902,13,32,107,Nvidia,GDDR
1024,591,924,13,32,106,Nvidia,GDDR
1024,577,902,13,32,106,Nvidia,GDDR
1024,657,1026,15,32,107,Nvidia,GDDR
1024,608,950,14,32,107,Nvidia,GDDR
1024,577,902,13,32,106,Nvidia,GDDR
1024,577,902,13,32,106,Nvidia,GDDR
1024,608,950,14,32,106,Nvidia,GDDR
1024,512,800,3,16,65,Nvidia,GDDR
1024,577,902,13,32,106,Nvidia,GDDR
1024,64,1000,15,32,106,Nvidia,GDDR
1024,213,667,3,16,65,Nvidia,DDR
1536,432,900,14,24,56,Nvidia,DDR
1024,288,900,3,16,65,Nvidia,DDR
1024,213,667,3,16,65,Nvidia,DDR
1024,512,800,3,16,65,Nvidia,GDDR
1024,512,800,3,16,65,Nvidia,GDDR
1024,1152,900,22,56,160,Nvidia,GDDR
1024,512,800,3,16,65,Nvidia,GDDR
1024,512,800,3,16,65,Nvidia,GDDR
1024,288,900,3,16,65,Nvidia,DDR
512,512,800,3,16,65,Nvidia,GDDR
2048,213,667,3,16,49,Nvidia,DDR
4096,171,533,3,16,49,Nvidia,DDR
2048,288,900,3,16,60,Nvidia,DDR
1024,213,667,3,16,49,Nvidia,DDR
1024,296,925,3,16,49,Nvidia,DDR
1024,32,1000,3,16,49,Nvidia,DDR
1024,256,800,3,16,49,Nvidia,DDR
4096,213,667,3,16,49,Nvidia,DDR
1024,288,900,3,16,49,Nvidia,DDR
1024,256,800,3,16,49,Nvidia,DDR
2048,16,500,3,16,50,Nvidia,DDR
1024,126,790,2,8,25,Nvidia,DDR
2048,288,900,3,4,50,Nvidia,DDR
2048,256,800,3,4,50,Nvidia,DDR
1024,288,900,3,16,49,Nvidia,DDR
3072,3318,864,60,64,365,Nvidia,GDDR
3072,3848,1002,75,64,499,Nvidia,GDDR
6144,6559,854,117,64,700,Nvidia,GDDR
3072,3279,854,58,64,365,Nvidia,GDDR
3072,3318,864,60,64,365,Nvidia,GDDR
1536,1968,1025,39,64,255,Nvidia,GDDR
1536,1966,1024,38,64,244,Nvidia,GDDR
3072,3848,1002,74,64,488,Nvidia,GDDR
3072,193,1005,38,64,244,Nvidia,GDDR
3072,2016,1050,40,64,244,Nvidia,GDDR
1536,1924,1002,38,64,244,Nvidia,GDDR
1536,1924,1002,37,64,244,Nvidia,GDDR
3072,193,1005,38,64,244,Nvidia,GDDR
1536,193,1005,38,64,244,Nvidia,GDDR
1536,1945,1013,38,64,244,Nvidia,GDDR
1536,2014,1049,41,64,244,Nvidia,GDDR
1536,1945,1013,38,64,244,Nvidia,GDDR
1536,1924,1002,38,64,244,Nvidia,GDDR
3072,2022,1053,43,64,244,Nvidia,GDDR
1536,1945,1013,38,64,244,Nvidia,GDDR
1536,1924,1002,39,64,244,Nvidia,GDDR
3072,2022,1053,43,64,244,Nvidia,GDDR
1536,1924,1002,37,64,244,Nvidia,GDDR
1280,156,975,30,60,219,Nvidia,GDDR
3072,1924,1002,37,64,244,Nvidia,GDDR
1280,160,1000,32,60,219,Nvidia,GDDR
2560,304,950,59,60,410,Nvidia,GDDR
1280,152,950,29,60,219,Nvidia,GDDR
1280,160,1000,31,60,219,Nvidia,GDDR
1280,160,1000,32,60,219,Nvidia,GDDR
1280,152,950,34,60,219,Nvidia,GDDR
1280,152,950,31,60,219,Nvidia,GDDR
1280,156,975,32,60,219,Nvidia,GDDR
1280,156,975,30,60,219,Nvidia,GDDR
1280,152,950,30,60,219,Nvidia,GDDR
1280,156,975,30,60,219,Nvidia,GDDR
1280,152,950,29,60,219,Nvidia,GDDR
1024,1408,1100,30,56,150,Nvidia,GDDR
1024,1283,1002,26,56,150,Nvidia,GDDR
2560,152,950,29,60,219,Nvidia,GDDR
1024,1283,1002,29,64,150,Nvidia,GDDR
1024,1408,1100,30,64,170,Nvidia,GDDR
2048,1923,1502,28,64,140,Nvidia,GDDR
2048,1283,1002,26,64,170,Nvidia,GDDR
1024,1348,1053,29,64,184,Nvidia,GDDR
1024,1344,1050,29,64,180,Nvidia,GDDR
2048,2565,1002,53,64,300,Nvidia,GDDR
1024,1312,1025,28,64,170,Nvidia,GDDR
1024,1344,1050,28,64,170,Nvidia,GDDR
1024,1312,1025,27,64,170,Nvidia,GDDR
1024,1348,1053,29,64,170,Nvidia,GDDR
1024,1344,1050,30,64,170,Nvidia,GDDR
1024,128,1000,29,64,219,Nvidia,GDDR
1024,1344,1050,29,64,170,Nvidia,GDDR
2048,1283,1002,26,64,170,Nvidia,GDDR
1024,1348,1053,29,64,170,Nvidia,GDDR
2048,1283,1002,29,64,170,Nvidia,GDDR
1024,1466,1145,32,64,150,Nvidia,GDDR
1024,1344,1050,29,64,170,Nvidia,GDDR
2048,1283,1002,26,64,170,Nvidia,GDDR
1024,128,1000,27,64,151,Nvidia,GDDR
2048,1283,1002,27,64,170,Nvidia,GDDR
1024,1348,1053,29,64,170,Nvidia,GDDR
1024,1408,1100,30,64,170,Nvidia,GDDR
1024,1436,1122,30,56,150,Nvidia,GDDR
1024,1283,1002,26,64,170,Nvidia,GDDR
1280,1216,950,23,64,210,Nvidia,GDDR
1024,919,957,18,48,150,Nvidia,GDDR
1280,1248,975,24,64,210,Nvidia,GDDR
1024,1283,1002,26,56,150,Nvidia,GDDR
2048,1283,1002,26,56,150,Nvidia,GDDR
1024,1306,1020,28,56,150,Nvidia,GDDR
1024,1283,1002,26,56,150,Nvidia,GDDR
1024,1283,1002,26,56,150,Nvidia,GDDR
2048,1283,1002,27,56,150,Nvidia,GDDR
2048,2563,1001,52,56,300,Nvidia,GDDR
2048,1313,1026,27,56,150,Nvidia,GDDR
1024,1293,1010,26,56,150,Nvidia,GDDR
1024,1379,1077,30,56,150,Nvidia,GDDR
1024,1313,1026,27,56,150,Nvidia,GDDR
1024,1331,1040,29,56,150,Nvidia,GDDR
1024,1313,1026,29,56,176,Nvidia,GDDR
1024,1344,1050,30,56,150,Nvidia,GDDR
1024,1283,1002,26,56,150,Nvidia,GDDR
1024,1344,1050,27,56,150,Nvidia,GDDR
1280,1283,802,22,44,150,Nvidia,GDDR
1024,1283,1002,30,56,150,Nvidia,GDDR
1024,1283,1002,26,56,150,Nvidia,GDDR
1024,1293,1010,26,56,150,Nvidia,GDDR
1024,919,957,19,48,150,Nvidia,GDDR
1024,1281,1001,26,56,150,Nvidia,GDDR
1024,1056,1100,24,32,116,Nvidia,GDDR
1024,984,1025,23,32,116,Nvidia,GDDR
2048,1968,1025,43,32,250,Nvidia,GDDR
1024,984,1025,22,32,116,Nvidia,GDDR
1024,984,1025,22,32,116,Nvidia,GDDR
1024,1032,1075,23,32,116,Nvidia,GDDR
1024,985,1026,23,32,116,Nvidia,GDDR
1024,1056,1100,24,32,116,Nvidia,GDDR
1024,1008,1050,23,32,116,Nvidia,GDDR
1024,1045,1089,23,32,116,Nvidia,GDDR
1024,984,1025,22,32,116,Nvidia,GDDR
1024,1083,1128,24,32,116,Nvidia,GDDR
1024,985,1026,22,32,116,Nvidia,GDDR
1024,1056,1100,24,32,116,Nvidia,GDDR
2048,962,1002,22,32,116,Nvidia,GDDR
1024,1032,1075,23,32,116,Nvidia,GDDR
1024,984,1025,22,32,116,Nvidia,GDDR
2048,1968,1025,44,32,250,Nvidia,GDDR
1024,985,1026,22,32,116,Nvidia,GDDR
1024,984,1025,22,32,116,Nvidia,GDDR
3072,384,800,12,24,70,Nvidia,DDR
1536,384,800,12,24,70,Nvidia,DDR
1024,85,533,3,8,29,Nvidia,DDR
1024,639,999,14,24,105,Nvidia,GDDR
1024,8,500,2,16,29,Nvidia,DDR
2048,144,898,2,8,29,Nvidia,DDR
1024,107,667,3,8,29,Nvidia,DDR
1024,288,900,3,16,50,Nvidia,DDR
1024,107,667,1,8,29,Nvidia,DDR
1024,144,900,3,8,29,Nvidia,DDR
2048,96,600,3,8,29,Nvidia,DDR
4096,2304,1800,83,128,170,Nvidia,GDDR
1024,96,600,3,8,29,Nvidia,DDR
8192,4608,1800,39,128,350,Nvidia,GDDR
1024,86,535,3,8,29,Nvidia,DDR
4096,2304,1800,89,128,185,Nvidia,GDDR
4096,2244,1753,78,128,165,Nvidia,GDDR
4096,2244,1753,81,128,170,Nvidia,GDDR
1024,144,898,2,8,25,Nvidia,DDR
6144,3366,1753,107,176,250,Nvidia,GDDR
6144,3366,1753,109,176,250,Nvidia,GDDR
12288,6924,1803,260,176,500,Nvidia,GDDR
6144,3462,1803,130,176,250,Nvidia,GDDR
6144,3366,1753,103,176,250,Nvidia,GDDR
6144,3366,1753,122,176,250,Nvidia,GDDR
6144,3366,1753,119,176,280,Nvidia,GDDR
6144,3366,1753,103,176,250,Nvidia,GDDR
6144,3366,1753,103,176,250,Nvidia,GDDR
6144,3406,1774,124,176,250,Nvidia,GDDR
6144,3406,1774,124,176,250,Nvidia,GDDR
6144,3366,1753,103,176,250,Nvidia,GDDR
12288,6816,1775,246,176,500,Nvidia,GDDR
6144,3406,1774,125,176,250,Nvidia,GDDR
6144,3366,1753,114,176,250,Nvidia,GDDR
6144,3456,1800,119,176,280,Nvidia,GDDR
6144,3456,1800,119,176,280,Nvidia,GDDR
6144,3456,1800,126,176,250,Nvidia,GDDR
6144,3408,1775,123,176,250,Nvidia,GDDR
6144,3494,1820,125,176,290,Nvidia,GDDR
6144,3456,1800,126,176,250,Nvidia,GDDR
6144,3366,1753,124,176,250,Nvidia,GDDR
6144,3366,1753,103,176,250,Nvidia,GDDR
6144,3366,1753,124,176,250,Nvidia,GDDR
12288,6732,1753,248,176,500,Nvidia,GDDR
6144,3366,1753,125,176,250,Nvidia,GDDR
12288,6732,1753,207,176,500,Nvidia,GDDR
6144,3366,1753,114,176,250,Nvidia,GDDR
6144,3366,1753,124,176,250,Nvidia,GDDR
12288,6732,1753,228,176,250,Nvidia,GDDR
6144,3366,1753,114,176,250,Nvidia,GDDR
6144,3366,1753,114,176,250,Nvidia,GDDR
6144,3366,1753,118,176,250,Nvidia,GDDR
12288,6732,1753,248,176,600,Nvidia,GDDR
6144,3366,1753,125,176,250,Nvidia,GDDR
6144,3406,1774,124,176,300,Nvidia,GDDR
6144,3366,1753,118,176,250,Nvidia,GDDR
6144,3366,1753,124,176,275,Nvidia,GDDR
6144,3366,1753,103,176,250,Nvidia,GDDR
6144,3456,1800,126,176,375,Nvidia,GDDR
6144,3366,1753,124,176,300,Nvidia,GDDR
6144,3366,1753,103,176,250,Nvidia,GDDR
6144,3366,1753,103,176,250,Nvidia,GDDR
4096,2244,1753,78,128,165,Nvidia,GDDR
12288,6912,1800,253,176,750,Nvidia,GDDR
12288,6732,1753,207,176,500,Nvidia,GDDR
4096,2244,1753,85,128,180,Nvidia,GDDR
4096,2244,1753,78,128,180,Nvidia,GDDR
6144,3366,1753,103,176,250,Nvidia,GDDR
4096,2304,1800,83,128,180,Nvidia,GDDR
4096,2244,1753,78,128,165,Nvidia,GDDR
4096,2244,1753,78,128,180,Nvidia,GDDR
4096,2244,1753,78,128,180,Nvidia,GDDR
4096,2244,1753,80,128,165,Nvidia,GDDR
8192,4488,1753,169,128,340,Nvidia,GDDR
12288,6732,1753,253,128,500,Nvidia,GDDR
4096,2244,1753,82,128,165,Nvidia,GDDR
4096,2244,1753,84,128,165,Nvidia,GDDR
4096,2244,1753,80,128,170,Nvidia,GDDR
4096,2244,1753,78,128,165,Nvidia,GDDR
4096,2304,1800,87,128,165,Nvidia,GDDR
4096,2244,1753,78,128,180,Nvidia,GDDR
4096,2272,1775,86,128,300,Nvidia,GDDR
4096,2244,1753,78,128,165,Nvidia,GDDR
4096,2244,1753,85,128,165,Nvidia,GDDR
8192,4488,1753,170,128,325,Nvidia,GDDR
4096,2244,1753,75,128,165,Nvidia,GDDR
4096,2244,1753,85,128,165,Nvidia,GDDR
4096,2244,1753,78,128,250,Nvidia,GDDR
8192,4488,1753,172,128,325,Nvidia,GDDR
8192,4488,1753,175,128,325,Nvidia,GDDR
4096,2244,1753,85,128,250,Nvidia,GDDR
4096,2244,1753,78,128,165,Nvidia,GDDR
4096,2244,1753,91,128,165,Nvidia,GDDR
4096,2244,1753,87,128,165,Nvidia,GDDR
4096,2244,1753,89,128,165,Nvidia,GDDR
4096,2244,1753,86,128,165,Nvidia,GDDR
4096,2244,1753,88,128,165,Nvidia,GDDR
4096,2244,1753,89,128,165,Nvidia,GDDR
4096,2244,1753,78,128,165,Nvidia,GDDR
8192,4488,1753,164,128,325,Nvidia,GDDR
4096,2244,1753,78,128,165,Nvidia,GDDR
4096,2244,1753,89,128,165,Nvidia,GDDR
4096,2244,1753,91,128,165,Nvidia,GDDR
4096,2244,1753,82,128,300,Nvidia,GDDR
8192,4488,1753,172,128,325,Nvidia,GDDR
8192,4488,1753,178,128,325,Nvidia,GDDR
4096,2244,1753,78,128,225,Nvidia,GDDR
8192,4488,1753,156,128,350,Nvidia,GDDR
12288,6732,1753,233,128,500,Nvidia,GDDR
4096,2244,1753,78,128,165,Nvidia,GDDR
8192,4608,1800,155,104,300,Nvidia,GDDR
4096,2254,1761,69,104,160,Nvidia,GDDR
4096,2244,1753,73,104,148,Nvidia,GDDR
4096,2304,1800,77,104,175,Nvidia,GDDR
4096,2304,1800,76,104,175,Nvidia,GDDR
4096,2244,1753,82,128,300,Nvidia,GDDR
4096,2244,1753,92,128,375,Nvidia,GDDR
8192,4488,1753,136,104,300,Nvidia,GDDR
4096,2244,1753,66,104,150,Nvidia,GDDR
8192,4608,1800,152,104,300,Nvidia,GDDR
4096,2244,1753,66,104,148,Nvidia,GDDR
4096,2244,1753,66,104,150,Nvidia,GDDR
4096,2244,1753,73,104,150,Nvidia,GDDR
8192,4488,1753,143,104,290,Nvidia,GDDR
4096,2244,1753,66,104,148,Nvidia,GDDR
8192,2244,1753,72,104,296,Nvidia,GDDR
4096,2244,1753,68,104,150,Nvidia,GDDR
4096,2244,1753,72,104,145,Nvidia,GDDR
4096,2244,1753,69,104,148,Nvidia,GDDR
4096,2244,1753,86,128,300,Nvidia,GDDR
4096,2244,1753,68,104,148,Nvidia,GDDR
4096,2244,1753,68,104,150,Nvidia,GDDR
4096,2244,1753,74,104,145,Nvidia,GDDR
4096,2244,1753,66,104,148,Nvidia,GDDR
4096,2304,1800,74,104,145,Nvidia,GDDR
4096,2244,1753,69,104,145,Nvidia,GDDR
4096,2244,1753,74,104,145,Nvidia,GDDR
4096,2244,1753,70,104,150,Nvidia,GDDR
4096,2244,1753,71,104,145,Nvidia,GDDR
4096,2244,1753,69,104,148,Nvidia,GDDR
8192,4488,1753,149,104,350,Nvidia,GDDR
4096,2244,1753,68,104,150,Nvidia,GDDR
4096,2244,1753,74,104,150,Nvidia,GDDR
4096,2244,1753,74,104,145,Nvidia,GDDR
4096,2244,1753,77,104,165,Nvidia,GDDR
4096,2272,1775,75,104,148,Nvidia,GDDR
8192,4488,1753,148,104,300,Nvidia,GDDR
4096,2244,1753,73,104,150,Nvidia,GDDR
4096,2244,1753,73,104,150,Nvidia,GDDR
8192,4488,1753,148,104,300,Nvidia,GDDR
4096,2244,1753,74,104,150,Nvidia,GDDR
8192,4488,1753,150,104,300,Nvidia,GDDR
8192,4488,1753,150,104,300,Nvidia,GDDR
4096,2244,1753,72,104,150,Nvidia,GDDR
4096,2244,1753,75,104,145,Nvidia,GDDR
4096,2244,1753,77,104,160,Nvidia,GDDR
8192,4488,1753,153,104,300,Nvidia,GDDR
4096,2244,1753,75,104,150,Nvidia,GDDR
4096,2244,1753,74,104,150,Nvidia,GDDR
